"","Geohash","AvgAcceleration","PercentOfVehicles","AvgMonthlyVolume","PercentCar","PercentMPV","PercentLDT","PercentMDT","PercentHDT","PercentOther","Count.Date","SeverityScore","IncidentsTotal","sum_acc_count","X8.Peak.Hr.Vehicle.Volume","X8.Peak.Hr.Pedestrian.Volume"
"999","dpz83up",0.3121,0.1,8139,0.027,0.2136,0.0864,0.0436,0.1256,0.5038,NA,NA,NA,NA,NA,NA
"1000","dpz8610",0.8643,0.3776,98,0.0714,0.5,0.2041,0.0102,0.0204,0.1939,NA,NA,NA,NA,NA,NA
"1001","dpz8612",1.2158,0.0451,2815,0.0218,0.1955,0.1591,0.0846,0.2276,0.3114,NA,NA,NA,NA,NA,NA
"1002","dpz8618",0.9144,0.0371,5477,0.025,0.1612,0.1678,0.0921,0.1797,0.3742,NA,NA,NA,NA,NA,NA
"1003","dpz861b",0.2559,0.2121,33,0,0.2727,0.2727,0.0303,0.0909,0.3334,NA,NA,NA,NA,NA,NA
"1004","dpz8640",1.2193,0.04,25,0,0.32,0.12,0.04,0.12,0.4,NA,NA,NA,NA,NA,NA
"1005","dpz8642",0.4896,0.0818,110,0.0273,0.2364,0.1455,0.0273,0.1091,0.4544,NA,NA,NA,NA,NA,NA
"1006","dpz8648",0.3056,0.057,894,0.0293,0.425,0.1229,0.0609,0.0947,0.2672,NA,NA,NA,NA,NA,NA
"1007","dpz864b",0.3501,0.1024,5759,0.0708,0.2422,0.1515,0.0526,0.0746,0.4083,NA,NA,NA,NA,NA,NA
"1008","dpz8650",0.4304,0.2609,23,0,0.1304,0.3913,0,0.0435,0.4348,NA,NA,NA,NA,NA,NA
"1009","dpz8652",0.4999,0.0452,531,0.0095,0.129,0.1954,0.0493,0.1784,0.4384,NA,NA,NA,NA,NA,NA
"1010","dpz8658",0.2836,0.0458,8392,0.0269,0.1905,0.0769,0.0426,0.1249,0.5382,NA,NA,NA,NA,NA,NA
"1011","dpz865b",0.3053,0.0324,6882,0.0326,0.2255,0.1588,0.0486,0.0811,0.4534,NA,NA,NA,NA,NA,NA
"1012","dpz86h0",0.2801,0.0253,4312,0.029,0.2272,0.1458,0.0491,0.0848,0.4641,NA,NA,NA,NA,NA,NA
